SHA code,SHA name,PCT code,PCT name,Practice code,Practice name,IMD 2010
Q30,North East Strategic Health Authority,5E1,Stockton-on-Tees Teaching,A81034,THORNABY & BARWICK MEDICAL GROUP,21.76
Q30,North East Strategic Health Authority,5E1,Stockton-on-Tees Teaching,A81036,NORTON MEDICAL CENTRE,25.60
Q30,North East Strategic Health Authority,5E1,Stockton-on-Tees Teaching,A81039,EAGLESCLIFFE MEDICAL PRACTICE,8.09
Q30,North East Strategic Health Authority,5E1,Stockton-on-Tees Teaching,A81040,MARSH HOUSE MEDICAL CENTRE,22.53
Q30,North East Strategic Health Authority,5E1,Stockton-on-Tees Teaching,A81046,WOODLANDS FAMILY MEDICAL CENTRE,27.06
Q30,North East Strategic Health Authority,5E1,Stockton-on-Tees Teaching,A81056,MELROSE SURGERY,22.54
Q30,North East Strategic Health Authority,5E1,Stockton-on-Tees Teaching,A81057,KINGSWAY MEDICAL CENTRE,24.21
Q30,North East Strategic Health Authority,5E1,Stockton-on-Tees Teaching,A81066,PARK LANE SURGERY,15.17
Q30,North East Strategic Health Authority,5E1,Stockton-on-Tees Teaching,A81067,ALMA MEDICAL CENTRE,40.06
Q30,North East Strategic Health Authority,5E1,Stockton-on-Tees Teaching,A81602,DR RASOOL,21.21
Q30,North East Strategic Health Authority,5E1,Stockton-on-Tees Teaching,A81608,ELM TREE MEDICAL CENTRE,28.81
Q30,North East Strategic Health Authority,5E1,Stockton-on-Tees Teaching,A81609,DR BANERJEE,44.08
Q30,North East Strategic Health Authority,5E1,Stockton-on-Tees Teaching,A81610,DRS GEOGHEGAN & PARTNERS,22.14
Q30,North East Strategic Health Authority,5E1,Stockton-on-Tees Teaching,A81620,DR CHOUDHURY,19.41
Q30,North East Strategic Health Authority,5E1,Stockton-on-Tees Teaching,A81623,DR SYED,40.64
Q30,North East Strategic Health Authority,5E1,Stockton-on-Tees Teaching,A81629,RIVERSIDE MEDICAL PRACTICE,34.41
Q30,North East Strategic Health Authority,5E1,Stockton-on-Tees Teaching,A81632,THE BIRCHTREE PRACTICE,47.23
Q30,North East Strategic Health Authority,5E1,Stockton-on-Tees Teaching,A81634,ARRIVAL PRACTICE,56.31
Q30,North East Strategic Health Authority,5E1,Stockton-on-Tees Teaching,Y00527,STOCKTON NHS HEALTH CARE CENTRE,43.58
Q30,North East Strategic Health Authority,5J9,Darlington,A83005,WHINFIELD SURGERY,25.45
Q30,North East Strategic Health Authority,5J9,Darlington,A83006,ORCHARD COURT SURGERY,28.45
Q30,North East Strategic Health Authority,5J9,Darlington,A83010,MOORLANDS SURGERY,22.24
Q30,North East Strategic Health Authority,5J9,Darlington,A83013,NEASHAM ROAD SURGERY,34.33
Q30,North East Strategic Health Authority,5J9,Darlington,A83031,CARMEL MEDICAL PRACTICE,19.31
Q30,North East Strategic Health Authority,5J9,Darlington,A83034,BLACKETTS MEDICAL PRACTICE,25.60
Q30,North East Strategic Health Authority,5J9,Darlington,A83040,CLIFTON COURT MEDICAL PRACTICE,33.59
Q30,North East Strategic Health Authority,5J9,Darlington,A83047,DENMARK STREET SURGERY,27.48
Q30,North East Strategic Health Authority,5J9,Darlington,A83048,ROCKLIFFE COURT SURGERY,13.75
Q30,North East Strategic Health Authority,5J9,Darlington,A83070,FELIX HOUSE SURGERY,12.71
Q30,North East Strategic Health Authority,5J9,Darlington,A83641,PARKGATE SURGERY,37.93
Q30,North East Strategic Health Authority,5J9,Darlington,Y02607,DARLINGTON HEALTH CENTRE,38.22
Q30,North East Strategic Health Authority,5KF,Gateshead,A85001,FELL TOWER MEDICAL CENTRE,22.64
Q30,North East Strategic Health Authority,5KF,Gateshead,A85002,BENSHAM FAMILY PRACTICE,34.95
Q30,North East Strategic Health Authority,5KF,Gateshead,A85003,THE GROVE MEDICAL CENTRE,19.85
Q30,North East Strategic Health Authority,5KF,Gateshead,A85004,LONGRIGG MEDICAL CENTRE,33.10
Q30,North East Strategic Health Authority,5KF,Gateshead,A85005,OXFORD TERRACE MEDICAL GROUP,37.37
Q30,North East Strategic Health Authority,5KF,Gateshead,A85006,GLENPARK MEDICAL CENTRE,26.37
Q30,North East Strategic Health Authority,5KF,Gateshead,A85007,FELL COTTAGE SURGERY,23.24
Q30,North East Strategic Health Authority,5KF,Gateshead,A85008,BIRTLEY MEDICAL GROUP,26.33
Q30,North East Strategic Health Authority,5KF,Gateshead,A85009,CROWHALL MEDICAL CENTRE,38.28
Q30,North East Strategic Health Authority,5KF,Gateshead,A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,25.26
Q30,North East Strategic Health Authority,5KF,Gateshead,A85011,ST. ALBANS MEDICAL GROUP,40.64
Q30,North East Strategic Health Authority,5KF,Gateshead,A85012,WALKER TERRACE,46.84
Q30,North East Strategic Health Authority,5KF,Gateshead,A85013,MILLENNIUM FAMILY PRACTICE,38.49
Q30,North East Strategic Health Authority,5KF,Gateshead,A85014,CRAWCROOK SURGERY,14.81
Q30,North East Strategic Health Authority,5KF,Gateshead,A85015,HIGH STREET MEDICAL CENTRE,39.24
Q30,North East Strategic Health Authority,5KF,Gateshead,A85016,DR KAURA & PARTNERS,34.05
Q30,North East Strategic Health Authority,5KF,Gateshead,A85017,BEWICK ROAD SURGERY,37.77
Q30,North East Strategic Health Authority,5KF,Gateshead,A85018,OLDWELL SURGERY,26.58
Q30,North East Strategic Health Authority,5KF,Gateshead,A85019,CENTRAL GATESHEAD MEDICAL GROUP,40.50
Q30,North East Strategic Health Authority,5KF,Gateshead,A85020,WHICKHAM COTTAGE MEDICAL CENTRE,15.37
Q30,North East Strategic Health Authority,5KF,Gateshead,A85021,SECOND STREET SURGERY,38.27
Q30,North East Strategic Health Authority,5KF,Gateshead,A85023,TEAMS MEDICAL PRACTICE,45.67
Q30,North East Strategic Health Authority,5KF,Gateshead,A85024,PRIMARY HEALTHCARE CENTRE,28.39
Q30,North East Strategic Health Authority,5KF,Gateshead,A85025,1 RAWLING ROAD(THE MEDICAL CENTRE),37.81
Q30,North East Strategic Health Authority,5KF,Gateshead,A85026,BEACON VIEW MEDICAL CENTRE,33.04
Q30,North East Strategic Health Authority,5KF,Gateshead,A85601,BIRTLEY LANE SURGERY,28.26
Q30,North East Strategic Health Authority,5KF,Gateshead,A85605,RYTON SURGERY,17.33
Q30,North East Strategic Health Authority,5KF,Gateshead,A85609,108 RAWLING ROAD(RAWLING ROAD PRACTICE),29.55
Q30,North East Strategic Health Authority,5KF,Gateshead,A85611,PELAW MEDICAL PRACTICE,26.75
Q30,North East Strategic Health Authority,5KF,Gateshead,A85614,THE BRIDGES MEDICAL CENTRE,38.06
Q30,North East Strategic Health Authority,5KF,Gateshead,A85616,HOLLYHURST,23.39
Q30,North East Strategic Health Authority,5KF,Gateshead,A85617,SUNNISIDE SURGERY,16.97
Q30,North East Strategic Health Authority,5KF,Gateshead,A85620,GRANGE ROAD MEDICAL PRACTICE,16.83
Q30,North East Strategic Health Authority,5KF,Gateshead,Y02658,BLAYDON GP LED HEALTH CENTRE,23.64
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88001,VICTORIA MEDICAL CENTRE,28.72
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88002,FARNHAM MEDICAL CTR.,31.27
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88003,MARSDEN RD. HEALTH CENTRE,26.44
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88004,MAYFIELD MEDICAL CENTRE,31.25
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88005,WENLOCK ROAD SURGERY,33.66
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88006,TALBOT MEDICAL CENTRE,32.96
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88007,WAWN STREET SURGERY,28.24
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88008,TRINITY MEDICAL CENTRE,31.47
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88009,DR THORNILEY-WALKER & PARTNERS,17.82
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88010,ALBERT ROAD SURGERY,31.63
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88011,WESTOE SURGERY,28.80
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88012,HEBBURN HEALTH CENTRE PRACTICE,29.19
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88013,CENTRAL SURGERY,28.18
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88014,STANHOPE PARADE HC (DR KULKARNI),32.90
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88015,ST.GEORGE'S MEDICAL CTR,33.88
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88016,DR SIMPSON & PARTNERS,16.94
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88020,FLAGG COURT (DR S CHANDER),31.50
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88022,THE GLEN MEDICAL GROUP,28.55
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88023,WHITBURN SURGERY,15.69
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88024,WEAR STREET SURGERY,31.05
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88025,THE G.P.SUITE,32.69
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88601,IMEARY STREET PRACTICE,25.51
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88603,THE PARK SURGERY,30.06
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88608,RAVENSWORTH SURGERY,30.60
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88611,STANHOPE PARADE H C (DR S G DAYA),29.49
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88613,EAST WING PRACTICE,33.39
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88614,FLAGG COURT (DR N WIN),33.97
Q30,North East Strategic Health Authority,5KG,South Tyneside,A88615,FLAGG COURT (DR H S KOR),33.69
Q30,North East Strategic Health Authority,5KG,South Tyneside,Y00915,TRINITY RIVERSIDE PRACTICE,29.68
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89001,DR DATTA & PARTNERS,36.85
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89002,DR S M BHATE & DR H EL-SHAKANKERY,42.61
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89003,DR VAKHARIA & HEGDE,24.80
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89004,PEPPER HM,33.63
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89005,DR BRIGHAM & PARTNERS,30.87
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89006,DR SHETTY & PARTNERS,33.24
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89007,DRS BROWN & LEFLEY,29.91
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89008,RED HOUSE MEDICAL CENTRE,38.23
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89009,HERRINGTON MEDICAL CENTRE,23.48
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89010,DR STEPHENSON & PARTNERS,24.38
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89011,JOSHI NA,25.70
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89012,DR DIXIT'S PRACTICE,23.66
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89013,THE NEW CITY MEDICAL GROUP,35.81
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89014,DR J. A. MAIR,28.41
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89015,"FULWELL MEDICAL CENTRE,",14.84
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89016,FORD RN,28.11
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89017,MILLFIELD MEDICAL GROUP,33.57
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89018,ASHBURN MEDICAL CENTRE,36.82
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89019,"DRS CLOAK, CHOI AND MILLIGAN",38.64
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89020,THE OLD FORGE SURGERY,32.42
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89021,KEPIER MEDICAL PRACTICE,26.87
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89022,CONCORD MEDICAL PRACTICE,24.21
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89023,"HOUGHTON MEDICAL GROUP,",26.92
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89024,THE BROADWAY MEDICAL PRACTICE,33.05
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89025,ENCOMPASS HEALTH CARE,24.39
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89026,VICTORIA MEDICAL PRACTICE,24.96
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89027,SPRINGWELL MEDICAL GROUP,33.72
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89028,GRANGEWOOD SURGERY,22.17
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89029,SPRINGWELL HOUSE,32.32
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89030,WESTBOURNE MEDICAL GROUP,25.47
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89031,HYLTON MEDICAL GROUP,30.38
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89032,COLLIERY MEDICAL GROUP,24.75
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89034,PARK LANE PRACTICE,29.87
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89035,SOUTHLANDS MEDICAL GROUP,25.29
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89036,CASTLETOWN MEDICAL CENTRE,34.10
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89038,BARMSTON MEDICAL CENTRE,27.30
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89040,DR A J M CRUMMIE,27.38
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89041,"DR KNJ WEAVER,",35.28
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89042,CHURCH VIEW MEDICAL CENTRE,24.36
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89603,DR. R. OBONNA,42.59
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89604,DR WEATHERHEAD & ASSOCIATES,45.13
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89610,PEACE  HAVEN,25.36
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89611,EDEN TERRACE SURGERY,29.11
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89612,NATHAN JR,50.39
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89614,SOUTH HYLTON SURGERY,28.73
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89616,RICKLETON MEDICAL CENTRE,17.77
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89617,HARRATON SURGERY,19.19
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89618,THE WEARSIDE PRACTICE,31.16
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89620,DR THOMAS,25.22
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89621,PENNYWELL MEDICAL CENTRE,45.83
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89623,CHESTER SURGERY,26.99
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89624,DR. N.J. BHATT & DR. H.M. BENN,27.33
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,A89625,MARITIME SURGERY,46.27
Q30,North East Strategic Health Authority,5KL,Sunderland Teaching,Y02647,ENCOMPASS GP PRACTICE 2,24.01
Q30,North East Strategic Health Authority,5KM,Middlesbrough,A81004,WOODLANDS ROAD SURGERY,31.01
Q30,North East Strategic Health Authority,5KM,Middlesbrough,A81009,VILLAGE MEDICAL CENTRE,33.46
Q30,North East Strategic Health Authority,5KM,Middlesbrough,A81012,WESTBOURNE MEDICAL CENTRE,46.76
Q30,North East Strategic Health Authority,5KM,Middlesbrough,A81016,PARK SURGERY,40.93
Q30,North East Strategic Health Authority,5KM,Middlesbrough,A81019,CROSSFELL HEALTH CENTRE,45.34
Q30,North East Strategic Health Authority,5KM,Middlesbrough,A81020,MARTONSIDE MEDICAL CENTRE,29.50
Q30,North East Strategic Health Authority,5KM,Middlesbrough,A81023,THE ENDEAVOUR PRACTICE,43.17
Q30,North East Strategic Health Authority,5KM,Middlesbrough,A81026,THE LINTHORPE SURGERY,35.76
Q30,North East Strategic Health Authority,5KM,Middlesbrough,A81029,PROSPECT SURGERY,44.28
Q30,North East Strategic Health Authority,5KM,Middlesbrough,A81030,BOROUGH ROAD & NUNTHORPE MEDICAL GROUP,26.99
Q30,North East Strategic Health Authority,5KM,Middlesbrough,A81033,OAKFIELD MEDICAL PRACTICE,46.01
Q30,North East Strategic Health Authority,5KM,Middlesbrough,A81035,NEWLANDS MEDICAL PRACTICE,41.23
Q30,North East Strategic Health Authority,5KM,Middlesbrough,A81037,THE ERIMUS PRACTICE,45.07
Q30,North East Strategic Health Authority,5KM,Middlesbrough,A81038,HIRSEL MEDICAL CENTRE,47.94
Q30,North East Strategic Health Authority,5KM,Middlesbrough,A81049,KINGS MEDICAL CENTRE,46.27
Q30,North East Strategic Health Authority,5KM,Middlesbrough,A81051,CAMBRIDGE MEDICAL GROUP,27.43
Q30,North East Strategic Health Authority,5KM,Middlesbrough,A81058,COULBY MEDICAL PRACTICE,25.50
Q30,North East Strategic Health Authority,5KM,Middlesbrough,A81064,THE DISCOVERY PRACTICE,39.75
Q30,North East Strategic Health Authority,5KM,Middlesbrough,A81611,PARKWAY MEDICAL CENTRE,23.83
Q30,North East Strategic Health Authority,5KM,Middlesbrough,A81621,THORNTREE SURGERY,61.62
Q30,North East Strategic Health Authority,5KM,Middlesbrough,A81630,FULCRUM MEDICAL PRACTICE,55.81
Q30,North East Strategic Health Authority,5KM,Middlesbrough,A81633,HAVEN MEDICAL CENTRE,58.63
Q30,North East Strategic Health Authority,5KM,Middlesbrough,Y02483,RESOLUTION HEALTH CENTRE,53.12
Q30,North East Strategic Health Authority,5KM,Middlesbrough,Y02673,PARK END CLINIC,56.06
Q30,North East Strategic Health Authority,5KM,Middlesbrough,Y02884,HEMLINGTON MEDICAL CENTRE,47.21
Q30,North East Strategic Health Authority,5ND,County Durham,A83001,DR.SENSIER & PARTNERS,27.86
Q30,North East Strategic Health Authority,5ND,County Durham,A83003,WILLINGTON MEDICAL GROUP,34.42
Q30,North East Strategic Health Authority,5ND,County Durham,A83004,DR. K R KAPOOR & PARTNER,34.48
